t,x,z,xdot,zdot,fluid_pressure_gradient_x,fluid_pressure_gradient_z,buoyancy_force_x,buoyancy_force_z,added_mass_force_x,added_mass_force_z,stokes_drag_x,stokes_drag_z,history_force_x,history_force_z,St
0.0,0.0,0.0,1.0,0.0,-0.0,0.15666666666666856,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0005510909287204579,0.9540255449406989,0.009
0.005,0.004994581726637846,-0.00021402821176952765,0.9967479141513881,-0.08458783302185191,0.013103546018424086,0.15611899031381485,0.0,-2.7777777777778105,0.006259681746439805,-0.0005193535246768624,-0.002066107013307672,0.465368314591233,-0.008096633586118276,1.2134286728148642,0.009
0.01,0.009956649137745107,-0.0008406728206130367,0.9870000572851995,-0.16569372296379936,0.026085854384912104,0.15448676981904763,0.0,-2.7777777777778105,0.009518597242769381,-0.001588098309107481,-0.0061589709018609416,0.7154019646186294,-0.016326136937447437,1.3490870939811859,0.009
0.015,0.014853746925719015,-0.001864652112203768,0.9708183278935237,-0.2449125181356443,0.038878170233865965,0.1517851289330441,0.0,-2.7777777777778105,0.011844306542898543,-0.002989751165169271,-0.010977911655245531,0.906497789459311,-0.023982971506445995,1.3450811053918044,0.009
0.02,0.01965398034061268,-0.0032833302433738884,0.9483183560184667,-0.32150548282242164,0.05138978798670623,0.1480347842037988,0.0,-2.7777777777778105,0.013029021571768879,-0.004466777228552987,-0.01698736229905832,1.0234687887016447,-0.031136172460943533,1.2987541615629,0.009
0.025,0.02432615918584366,-0.005076869589025716,0.9196473565351934,-0.3959914522979619,0.06354466234368378,0.1432618343752203,0.0,-2.7777777777778105,0.014059293701359077,-0.006147979536200554,-0.022725068918603892,1.1422074870804966,-0.03737246621303373,1.2513870458732916,0.009
0.03,0.028839862162294325,-0.007238652200847632,0.8850169886297785,-0.4672304951752759,0.07525263241193865,0.13750138081106306,0.0,-2.7777777777778105,0.014344765033563335,-0.007750326421260351,-0.02943363413776767,1.2161658961945712,-0.04297865221970627,1.2094195728729695,0.009
0.035,0.03316595583480022,-0.009746137853504325,0.8446515500330144,-0.5355388984231237,0.08644077755087065,0.1307918102192087,0.0,-2.7777777777778105,0.014611939615558539,-0.009516537566925417,-0.035356980593273704,1.3038523824933779,-0.047791110809778645,1.1712554611586845,0.009
0.04,0.03727635192453307,-0.012588497854511509,0.7988497690093452,-0.5997866769156421,0.09702568942138717,0.1231821616119632,0.0,-2.7777777777778105,0.014287815409542473,-0.01110046643849649,-0.042225751168020555,1.3565543635574397,-0.05204158249550561,1.137689315662123,0.009
0.045,0.04114477060363124,-0.01573959105041408,0.7479070822482923,-0.6602526515749086,0.10694108682850581,0.11472252469476364,0.0,-2.7777777777778105,0.013976180414805722,-0.01282474954873148,-0.047960644609264705,1.426565935017107,-0.05556858024340022,1.106899189892033,0.009
0.05,0.04474623907768385,-0.019184140486950847,0.6922002734983596,-0.7158831703285672,0.11611302837743478,0.10547460230511636,0.0,-2.7777777777778105,0.013180146994208069,-0.014291030122074706,-0.05463547403129117,1.4669451024429343,-0.058548731874132676,1.079829480570794,0.009
