t,x,z,xdot,zdot,fluid_pressure_gradient_x,fluid_pressure_gradient_z,buoyancy_force_x,buoyancy_force_z,added_mass_force_x,added_mass_force_z,stokes_drag_x,stokes_drag_z,history_force_x,history_force_z,St
0.0,0.0,0.0,1.0,0.0,-0.0,0.19000000000000228,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0007890809290445177,1.3866706381294462,0.009
0.005,0.004992115932995833,-0.00026391485026033395,0.9952684201605031,-0.1040646468237065,0.019059764356979772,0.1890416115174629,0.0,-4.000000000000049,0.009084984871062105,-0.0009064802493167103,-0.0030041193286785743,0.676475261627688,-0.011761500288689896,1.763976713684439,0.009
0.01,0.009936950082901175,-0.0010328137166538934,0.9811005844393552,-0.20290812320751253,0.03788405362266453,0.18618839973867532,0.0,-4.000000000000049,0.01375065457554393,-0.0027682406305141434,-0.008943028438141246,1.040037723853883,-0.023674224594686002,1.9615287021118366,0.009
0.015,0.014787374549374977,-0.002283585585234512,0.9576299334229168,-0.29869333901274053,0.05631541559103288,0.18147563866371869,0.0,-4.000000000000049,0.016975817447270825,-0.005200697399534584,-0.01590720961171706,1.3180658755086818,-0.03466223125705762,1.956276350463596,0.009
0.02,0.019497466723749943,-0.004010143943605914,0.925096790928964,-0.3901981222851997,0.07416661949490756,0.17495415691461247,0.0,-4.000000000000049,0.018460007229160184,-0.0077392082481646625,-0.02453350621248962,1.4884722165939015,-0.04478483826292322,1.8896460587932173,0.009
0.025,0.024022737631581727,-0.0061809789454364585,0.88381407032844,-0.4780417786511425,0.09127489638480524,0.1666894143395242,0.0,-4.000000000000049,0.019614193944352334,-0.010604650402216115,-0.03268491345994384,1.6615802560791222,-0.053419106497142974,1.8216298579060242,0.009
0.03,0.028320372894000592,-0.00878316963188512,0.8342135129844,-0.5604469455748143,0.10746091700920446,0.15676774630083545,0.0,-4.000000000000049,0.019611968252810398,-0.013287378875615489,-0.04211894639094105,1.7697433582334057,-0.060961922033411026,1.7615542052840638,0.009
0.035,0.032350110239013505,-0.011780087090730307,0.7767682834556333,-0.6377725915565366,0.12257495251835043,0.14528566235649376,0.0,-4.000000000000049,0.0194696176980741,-0.016204983798159687,-0.05029039802397328,1.8979504859294491,-0.06715711011327746,1.7070508336742023,0.009
0.04,0.03607399551541824,-0.015151681828171568,0.7120800732386231,-0.7082975090328627,0.13645795735669147,0.13236251414562952,0.0,-4.000000000000049,0.01841991249830962,-0.018743617180376027,-0.05964171865432262,1.9754548630988806,-0.07232972055566636,1.6592535190850661,0.009
0.045,0.03945758581296832,-0.018855313482640454,0.6407636575045789,-0.7723725312740352,0.14898135352867306,0.11812284016649183,0.0,-4.000000000000049,0.017275889841182356,-0.021454255109999616,-0.06719754916370298,2.078140776772676,-0.07624151416108307,1.615457040469635,0.009
0.05,0.04246930429966228,-0.02286392641287366,0.5635656574316036,-0.8284405796862809,0.160013228595015,0.10271439205225731,0.0,-4.000000000000049,0.015416985584714108,-0.023644745743148524,-0.0758576584896146,2.1378919720991862,-0.07914114547432052,1.5770202995325509,0.009
