t,x,z,xdot,zdot,fluid_pressure_gradient_x,fluid_pressure_gradient_z,buoyancy_force_x,buoyancy_force_z,added_mass_force_x,added_mass_force_z,stokes_drag_x,stokes_drag_z,history_force_x,history_force_z,St
0.0,0.0,0.0,1.0,0.0,-0.0,2.400000000000002,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0136929116174892,20.509347711002317,0.009
0.005,0.004987998767161625,-0.0007375443409460716,0.9927600077806105,-0.2727491969253295,0.31427143547843706,2.378435754742008,0.0,-62.50000000000006,0.1366362287330122,-0.01709747716953495,-0.045651870702630624,10.207556267398505,-0.17988644492334532,26.792237012730237,0.009
0.01,0.009903069548837806,-0.0026237386135637914,0.970827376351372,-0.475465904703405,0.6159704274381478,2.316596860346501,0.0,-62.50000000000006,0.20732607545775006,-0.05265897114282063,-0.13717218840593554,15.88614839804752,-0.3642086128029717,30.191833637135502,0.009
0.015,0.01467176518700105,-0.005361958887469227,0.9344494827349634,-0.6540925419113615,0.9048505137981361,2.2170272176204833,0.0,-62.50000000000006,0.25299596037459526,-0.09883643650954543,-0.24483533585543488,20.226440086509665,-0.5321293862884948,30.33435840300515,0.009
0.02,0.019222973570411576,-0.009028800543024844,0.8842963652534149,-0.8037937921507108,1.1758771421458667,2.082127567512422,0.0,-62.50000000000006,0.2708852061052709,-0.14695666338455857,-0.3753168379394545,23.032151852395476,-0.6826420244982802,29.496370371755823,0.009
0.025,0.023490374219922408,-0.013361761406525506,0.821015638810481,-0.9443703912391577,1.4269266352000347,1.9143232566976727,0.0,-62.50000000000006,0.27886145598553347,-0.19945115129904972,-0.49844165878836966,25.732905309826016,-0.8054085173560527,28.548658675134135,0.009
0.03,0.02740990141253126,-0.0184160451705447,0.7459238801571679,-1.0629954356163571,1.6530050489781896,1.7170732290524293,0.0,-62.50000000000006,0.26864839016779035,-0.24806607244317366,-0.6343940921542298,27.582222965132242,-0.9052063842109741,27.706822878336013,0.009
0.035,0.030927185099578862,-0.023981852553921053,0.6599534591479717,-1.1729895872081495,1.8520503323911863,1.4933032743608747,0.0,-62.50000000000006,0.25142637325011774,-0.2977172095750136,-0.7515692105851828,29.556263981963916,-0.9788430586609633,26.909286915087932,0.009
0.04,0.03398936246288764,-0.030103804842305015,0.5648605422046886,-1.2622184423002976,2.0201230882716428,1.2473920195658263,0.0,-62.50000000000006,0.22095768618873213,-0.3398557188902024,-0.875751625558648,30.932636573335287,-1.0297821033257826,26.217604478512897,0.009
0.045,0.03655692768169019,-0.03659470815716261,0.4618156022907118,-1.3413809712064344,2.1557246194583928,0.9827767311530851,0.0,-62.50000000000006,0.18489391391755072,-0.3804607762596996,-0.9745700926793648,32.48724204722017,-1.056377739644581,25.562061646244914,0.009
0.05,0.038591826628836534,-0.04347854782257261,0.352869281597621,-1.4000995888035659,2.2562283149794817,0.7044732663109486,0.0,-62.50000000000006,0.13967589488238452,-0.41129473173284053,-1.0754368121198936,33.5877386908068,-1.0607839312222214,24.99270337231711,0.009
0.055,0.04007151269180209,-0.0505832508286895,0.2393684419240123,-1.447398441219201,2.320910374812437,0.416292130231089,0.0,-62.50000000000006,0.09026421412402047,-0.438571657386974,-1.147214307150744,34.86973560961223,-1.0429346228182426,24.44854815674404,0.009
0.06,0.040975114221028716,-0.05791469898836314,0.123512522418193,-1.4747248859679787,2.3485439115638855,0.12355058524620124,0.0,-62.50000000000006,0.03545839747848508,-0.4548892482738974,-1.2166601514108302,35.79221667461646,-1.0042382644363999,23.971081326673357,0.009
0.065,0.041298130618038026,-0.0653150303474357,0.006743984517486947,-1.489908646271088,2.339302849416085,-0.16977378819671474,0.0,-62.50000000000006,-0.02189599575337798,-0.4661685431693118,-1.2555469204805503,36.880956742522535,-0.9460787391736449,23.507978397602983,0.009
0.07,0.04103802790755102,-0.0727772357202871,-0.1087313249482662,-1.486107259155021,2.2933504789991783,-0.45840294800691933,0.0,-62.50000000000006,-0.08115647012573107,-0.46620673723240974,-1.2885228657305496,37.67734088850269,-0.8694686109445486,23.0942491022966,0.009
0.075,0.040208377235051454,-0.08015871615781542,-0.22146890326398713,-1.4702674154635074,2.2118071665848236,-0.7384319746088636,0.0,-62.50000000000006,-0.14109369143674413,-0.46031767275607494,-1.2913593326159454,38.618247873270455,-0.7769537246293687,22.685798580185804,0.009
0.08,0.03882489237950478,-0.08744537350803866,-0.32938954635040596,-1.4370827074575243,2.0961362222285156,-1.004943357389485,0.0,-62.50000000000006,-0.19977588422754802,-0.4436906656295813,-1.2857507938496753,39.31661935854853,-0.6693780708047985,22.31242247074823,0.009
0.085,0.03691817832176442,-0.09451169014132285,-0.43114501092514684,-1.3928282996597068,1.9483796924110248,-1.2543533247193401,0.0,-62.50000000000006,-0.25715446356877253,-0.42087413380421357,-1.252007718872291,40.136489028371614,-0.5501172442645172,21.937386027444205,0.009
0.09,0.034520908727601156,-0.10134213374556052,-0.5249006540980268,-1.3335357809783028,1.7711413393943798,-1.4823895831107923,0.0,-62.50000000000006,-0.31053042437626355,-0.3884908950945128,-1.2084984556241483,40.75185953507007,-0.4199898134433786,21.586133794710378,0.009
0.095,0.03167868264376603,-0.10783025195607439,-0.609499334303554,-1.2649479611393848,1.567289929134714,-1.6860248898147754,0.0,-62.50000000000006,-0.3606692114287302,-0.3502775720035541,-1.1401582561002543,41.466816450355594,-0.28286849562047767,21.228361847267763,0.009
0.1,0.02843876627791643,-0.1139641570014292,-0.6834487005312991,-1.1842263283138257,1.3403528933197435,-1.8618664193544319,0.0,-62.50000000000006,-0.4045582123299641,-0.3042121303209351,-1.062004984759842,42.0069870662324,-0.13961719509244475,20.885871723804684,0.009
0.105,0.024858835430477618,-0.11965820578387892,-0.7458664524658695,-1.0966636908008893,1.0938683516560923,-2.007646518709433,0.0,-62.50000000000006,-0.4434825142039897,-0.2532480225206086,-0.9633370910676399,42.62706774492207,0.005705468441618677,20.533918919180138,0.009
0.11,0.02099748298475596,-0.12490836555100232,-0.7956760053303822,-1.0003407093113474,0.8320274175631835,-2.1210249855007226,0.0,-62.50000000000006,-0.47448268006653976,-0.19655399838062587,-0.8560343042697779,43.096108211467055,0.15218105173683938,20.19127411188498,0.009
0.115,0.016920846157338718,-0.1296510109272173,-0.8323360082485428,-0.900137527045241,0.5588298418662769,-2.200648696385853,0.0,-62.50000000000006,-0.4991392266175749,-0.13637349465515886,-0.733255204403549,43.62810831141884,0.29584150663210007,19.837957634855172,0.009
0.12,0.01269491100452217,-0.13389310685516037,-0.8552319943337592,-0.7948461777139977,0.27884286467263886,-2.245334863082535,0.0,-62.50000000000006,-0.5148195633331131,-0.07284753802363939,-0.6040953018286037,44.02854415756471,0.4357529303146688,19.490233825412815,0.009
0.125,0.008390186102708967,-0.13759350902234987,-0.864207050291832,-0.6889371522223567,-0.003714832857003628,-2.25474011418911,0.0,-62.50000000000006,-0.5232382990445386,-0.007603335504509065,-0.46492440325483686,44.47786999013784,0.568271290635467,19.132165846008377,0.009
0.13,0.004075715149119507,-0.1407721353943984,-0.859126559741243,-0.5817141382342899,-0.28419832486629737,-2.228871931146871,0.0,-62.50000000000006,-0.5222723981720002,0.05849050656133653,-0.3224726993305153,44.812090773025766,0.6925194808358146,18.777947642015988,0.009
0.135,-0.00017793403465052402,-0.14340991107456547,-0.8402357475563619,-0.4772169636693512,-0.5584301702446742,-2.1684253563002285,0.0,-62.50000000000006,-0.5136614257765216,0.1243259487929831,-0.17560760156282534,45.18397567106946,0.8053631150373226,18.41502833565761,0.009
0.14,-0.004303114238565356,-0.14554043178863138,-0.8078689382193046,-0.3750744232856021,-0.8219801359707136,-2.0745593770399973,0.0,-62.50000000000006,-0.4958915154618862,0.18855460800309626,-0.029120536668184965,45.45512365096467,0.9060716285818895,18.055879563778035,0.009
0.145,-0.008233466912252203,-0.1471653530419775,-0.7626641985720921,-0.2788605716547888,-1.0709713268726613,-1.9489676951252373,0.0,-62.50000000000006,-0.4706580856881285,0.2504985325246716,0.11633699991400183,45.755397684143894,0.9921559046327637,17.690738804941304,0.009
0.15,-0.011907030367848475,-0.14833147270607636,-0.7053867169975022,-0.1883608821586692,-1.301458173453332,-1.793854626449689,0.0,-62.50000000000006,-0.4370844336738276,0.30856252294110287,0.257517103187784,45.967878447336915,1.0631241761676602,17.330620355120345,0.009
0.155,-0.015265618703217475,-0.14905893239757667,-0.6370318559317246,-0.10664372366183683,-1.5101049037943084,-1.6118073971968083,0.0,-62.50000000000006,-0.3967807078135363,0.36242358484102016,0.39264908796735243,46.203399136967576,1.117218053758728,16.96800810210044,0.009
0.16,-0.01825681295627168,-0.1494061550592256,-0.558733335488137,-0.0335054884580519,-1.6936833161414904,-1.4059099406139772,0.0,-62.50000000000006,-0.34947715956529923,0.41044483998377385,0.5196873721457533,46.36309978078302,1.154266155160764,16.612649517507293,0.009
0.165,-0.020834017375566293,-0.14940870967036693,-0.471784588469016,0.02852751930218045,-1.849604416495538,-1.1794800130191192,0.0,-62.50000000000006,-0.2966747881989865,0.4525987891163022,0.6363249447292904,46.54191341025714,1.173277652630957,16.25878692196727,0.009
0.17,-0.022957547144997877,-0.14913412544496285,-0.3776054805972144,0.07976722506320444,-1.9755402664181159,-0.9362670378857,0.0,-62.50000000000006,-0.23863646085333562,0.4873757365979569,0.7414407554967547,46.6561877718151,1.1744619161523444,15.915028704907968,0.009
0.17500000000000002,-0.024595063526528026,-0.14862967610107594,-0.27770876369806263,0.11825519501528492,-2.069805891674587,-0.6801097804085452,0.0,-62.50000000000006,-0.17673875050722088,0.5149985008764911,0.8326721575612169,46.78747373843004,1.1575869187381334,15.576941303585329,0.009
0.18,-0.025721953867296813,-0.14796874631738796,-0.17370327031860028,0.14450151544967593,-2.1310971901804265,-0.4151743274278317,0.0,-62.50000000000006,-0.11167245181778407,0.5342126452385165,0.9096074654181127,46.86494270278024,1.1232745270082032,15.252072573644853,0.009
0.185,-0.02632189653444051,-0.14720612637554878,-0.06722819405851599,0.15712539002631587,-2.158732062805037,-0.14557865761410485,0.0,-62.50000000000006,-0.04467686114548128,0.5454570594479488,0.9701978357777183,46.95878645483771,1.0720015338180051,14.93693292705558,0.009
0.19,-0.02638670484974825,-0.1464173198345126,0.04002461346158688,0.15689386580542275,-2.1524885497759545,0.12436249673304178,0.0,-62.50000000000006,0.023251528561102283,0.5478186478453018,1.0145806870972764,47.008997024956045,1.0048013936357991,14.638053415539844,0.009
0.195,-0.02591682949018169,-0.1456602113968659,0.1463902717615689,0.14299381863605576,-2.112721990769954,0.39050988114187507,0.0,-62.50000000000006,0.09102479085562758,0.5419247624659166,1.0412789006492895,47.076034928811694,0.9227741136433396,14.352563288335375,0.009
0.2,-0.02492081221316581,-0.14500846851108504,0.2502021888268395,0.11647674586989332,-2.0402835616820303,0.6486709483323954,0.0,-62.50000000000006,0.1574691170569535,0.5272491836935524,1.0508619484161228,47.109020415178094,0.827330472829721,14.085999853865701,0.009
0.20500000000000002,-0.023415591770607418,-0.1445186629336443,0.34987177084522897,0.07706567135147613,-1.9365347459890567,0.8949423579052149,0.0,-62.50000000000006,0.22166467525671027,0.5045823849151058,1.042577231908141,47.159999359259245,0.7200791303049606,13.8358417512041,0.009
0.21,-0.021425688826016302,-0.1442587247668335,0.443861819130968,0.026093908495935514,-1.8033254828100864,1.125511120925106,0.0,-62.50000000000006,0.28238518200715557,0.47379350605227993,1.017339282243146,47.18578247744999,0.6027429244335778,13.606647978975559,0.009
0.215,-0.018983236971590135,-0.14427976939886167,0.5307565958376709,-0.036232423659437574,-1.642928999321274,1.3369497307381808,0.0,-62.50000000000006,0.33889776888390866,0.43580928874096403,0.9751788194155121,47.23107642996357,0.47730319289866374,13.396032942719444,0.009
0.22,-0.016126998866424682,-0.14464040270025527,0.609242151285836,-0.10832833800476449,-1.4580600479828134,1.5260534805289139,0.0,-62.50000000000006,0.39003711193765866,0.39087065668063004,0.9172858713495825,47.25915599671162,0.3457035151830483,13.207596362151378,0.009
0.225,-0.012902093432330376,-0.14538263747237148,0.6781606104597137,-0.18957743016571282,-1.251752877805006,1.6900782509327996,0.0,-62.50000000000006,0.4352764697677149,0.34000951492981063,0.8444534858244331,47.30828014441866,0.21014869542250292,13.038929851549312,0.009
0.23,-0.009358925682668546,-0.14655271647405163,0.7364994202520435,-0.2781967647987921,-1.0274027722198333,1.8266144701105758,0.0,-62.50000000000006,0.4736075076010248,0.2837889354594857,0.7580843864935627,47.347139749784716,0.072692637122318,12.892705367002975,0.009
0.23500000000000001,-0.00555262249313906,-0.14818060330644522,0.7834267045034586,-0.3732489176129608,-0.78860823625803,1.9337638513132476,0.0,-62.50000000000006,0.5047264086841593,0.22330917708029785,0.6596490887381309,47.40829979643865,-0.0643903505079928,12.766386328688952,0.009
0.24,-0.0015419447715368014,-0.1502978799810894,0.818289335827141,-0.47282528451935224,-0.5392225780377546,2.0100464504416684,0.0,-62.50000000000006,0.5278562871177432,0.15938634387640774,0.550699129033198,47.46497301079395,-0.19905726701257187,12.661767157025281,0.009
0.245,0.0026115237923086667,-0.1529203727669776,0.8406285631785866,-0.5757686027739022,-0.28317878452635153,2.0545175066459485,0.0,-62.50000000000006,0.542927746561996,0.09314642681570297,0.433250290272443,47.54468257692432,-0.32911455668747447,12.576127602578538,0.009
0.25,0.006844424251638053,-0.1560635885584588,0.8501854583886196,-0.6801295767871817,-0.024541669208425952,2.0667016626558445,0.0,-62.50000000000006,0.5494458198664863,0.0255767524781619,0.30893332220137315,47.624403912456025,-0.4526532374117749,12.51045693452528,0.009
0.255,0.011092613922978292,-0.15972809232692528,0.8468977798767775,-0.7846387781962529,0.2326691731455472,2.0466546052083,0.0,-62.50000000000006,0.5475789891955546,-0.04221824737142237,0.18014601164419258,47.72719686015207,-0.5676990297453262,12.461841081378338,0.009
0.26,0.015292124097495335,-0.1639128680285038,0.8309106267302788,-0.8873975408777613,0.4844325230347711,1.9949175068205154,0.0,-62.50000000000006,0.5371398860991977,-0.10916785361836105,0.04852154406340681,47.83316103269894,-0.6725931055217014,12.430559417599852,0.009
0.265,0.019380252109458283,-0.16860310589224728,0.8025567272506813,-0.9871325167613438,0.726892346807984,1.9125305453062351,0.0,-62.50000000000006,0.5185281412633881,-0.17423898136900104,-0.08333925693921145,47.961418213694145,-0.7657000191096683,12.41353328655589,0.009
0.27,0.023296386942152074,-0.17378180635993395,0.7623699330909398,-1.0820868427552819,0.9563189871158592,1.8010007109928454,0.0,-62.50000000000006,0.49186553804490885,-0.23636508911977644,-0.21388337205460556,48.094662565914156,-0.8457120704663906,12.410448500338077,0.009
0.275,0.026983117758290452,-0.17941966670142512,0.7110518906257227,-1.1710860648353147,1.1692567379936623,1.662275691364887,0.0,-62.50000000000006,0.4577646491856824,-0.2946338193022836,-0.34048766896501714,48.248564343814266,-0.9114271761319948,12.41812333003486,0.009
0.28,0.030386892004619616,-0.18548518861431448,0.6494861932072484,-1.2525998902521036,1.3624933022163555,1.4987190595028912,0.0,-62.50000000000006,0.4166357795576147,-0.3480644703522528,-0.4617641383612093,48.40798100824521,-0.9619676262328515,12.435783474292748,0.009
0.28500000000000003,0.033459059445957055,-0.19193637805273522,0.5786947906699138,-1.3256444468658977,1.5331820520741626,1.31305363161968,0.0,-62.50000000000006,0.36927449468997464,-0.39591109838778155,-0.5752376736288589,48.58558838668214,-0.9966296137613075,12.460229869935574,0.009
0.29,0.03615633467396566,-0.19872956736859296,0.49985106008305186,-1.3889887022685785,1.6788182120372104,1.108339416970732,0.0,-62.50000000000006,0.3163398246134177,-0.4373497806160977,-0.6797672722751743,48.768064347619415,-1.0150168820768732,12.490372996713404,0.009
0.295,0.03844170496447725,-0.20581266255758607,0.4142294146069032,-1.4419149136868188,1.7973323267345758,0.8878955706089979,0.0,-62.50000000000006,0.2587694366008899,-0.4718396654852254,-0.773175694080767,48.96552312279451,-1.016956337578326,12.523097751890418,0.009
0.3,0.04028467726780204,-0.21313284839626484,0.3232161343980542,-1.483547158698979,1.8870705719422283,0.6552780785084504,0.0,-62.50000000000006,0.19741598679422234,-0.49877000008762135,-0.8546422710024556,49.16619825197397,-1.0025539207318697,12.557148876408633,0.009
0.305,0.0416619921669104,-0.2206311357056108,0.22825552272541993,-1.513489212734097,1.9468581883740665,0.41418898991387004,0.0,-62.50000000000006,0.1333092196284886,-0.5178336909024723,-0.922409109709832,49.37805277267879,-0.972166221976575,12.589603172262514,0.009
0.31,0.04255764464413969,-0.22824908233983357,0.13085795855418889,-1.5312556830318564,1.9759809236409875,0.1684524122749089,0.0,-62.50000000000006,0.06742947919922046,-0.5286722799782685,-0.9760347323221314,49.59067862117665,-0.9263902128720116,12.619186220570441,0.009
