t,x,z,xdot,zdot,fluid_pressure_gradient_x,fluid_pressure_gradient_z,buoyancy_force_x,buoyancy_force_z,added_mass_force_x,added_mass_force_z,stokes_drag_x,stokes_drag_z,history_force_x,history_force_z,St
0.0,0.0,0.0,1.0,0.0,-0.0,0.13285714285714445,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0004043801661729133,0.6944843965596105,0.009
0.005,0.004996061193585374,-0.0001793275759831019,0.9976357518077069,-0.07099096538387792,0.009527747426593514,0.1325167807679198,0.0,-2.0408163265306367,0.004560767591805096,-0.00032376155881705854,-0.0015030077223787686,0.3387422070498692,-0.005893136618281152,0.883222025132668,0.009
0.01,0.0099684772780455,-0.0007062160728079592,0.990544689018486,-0.13950486214291233,0.018985155508225948,0.13150175664449976,0.0,-2.0408163265306367,0.006954596876146599,-0.000990693800426142,-0.0044838867112047725,0.5207042689488315,-0.011895176653003197,0.9818404146851308,0.009
0.015,0.014893625535754611,-0.0015698645657850163,0.978758733094559,-0.20675890930513646,0.028339652635522756,0.12981957723636176,0.0,-2.0408163265306367,0.008694638924921538,-0.0018670249428628495,-0.00800190958956041,0.6597149757525378,-0.017508279368982367,0.9787176339137083,0.009
0.02,0.019748173284053618,-0.0027691695435562375,0.9623400939740396,-0.2722699962733706,0.03754222335557689,0.12747997103039974,0.0,-2.0408163265306367,0.009629528862044642,-0.002796393197326528,-0.012406837153540184,0.7447226279137249,-0.022795499528097833,0.9447352194964456,0.009
0.025,0.024509175732796283,-0.004290666075272864,0.941365733304188,-0.33646680429485076,0.046553825008024546,0.12449487562836938,0.0,-2.0408163265306367,0.010484721222818615,-0.003858782574422975,-0.01663815459617135,0.8309673653254275,-0.027463245491215194,0.909944919606585,0.009
0.03,0.02915407741108149,-0.0061307540356617465,0.9159515762269217,-0.39856694253779185,0.05532427693388241,0.12088066403762651,0.0,-2.0408163265306367,0.010821571442682962,-0.004882658735073143,-0.02161532361845945,0.8845588119704605,-0.03172701961527334,0.87904449515761,0.009
0.035,0.03366105032367415,-0.008274471031919436,0.886215260942399,-0.45884288629154174,0.06381497006835005,0.11665474548323855,0.0,-2.0408163265306367,0.011181632850763066,-0.006019083986545605,-0.026058560226397038,0.9481058632977178,-0.03547425602039771,0.8508864562827805,0.009
0.04,0.03800878134390972,-0.010715574917575705,0.8523217164383762,-0.5165085745726247,0.07197832924234324,0.11184012161182846,0.0,-2.0408163265306367,0.011128783803856917,-0.007056493740204082,-0.031250308504501646,0.9861245958322791,-0.03887838797497696,0.8260543376978378,0.009
0.045,0.04217699517063425,-0.013436843978906814,0.8144271066444718,-0.5717971158291852,0.07977806118864554,0.10645961655589924,0.0,-2.0408163265306367,0.011123267294454087,-0.008196784580046995,-0.035663933712991217,1.0367266180887502,-0.04182453088349178,0.8032394823979119,0.009
