t,x,z,xdot,zdot,fluid_pressure_gradient_x,fluid_pressure_gradient_z,buoyancy_force_x,buoyancy_force_z,added_mass_force_x,added_mass_force_z,stokes_drag_x,stokes_drag_z,history_force_x,history_force_z,St
0.0,0.0,0.0,1.0,0.0,-0.0,1.3285714285714296,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0045703358168385985,6.5123395344984925,0.009
0.005,0.004996200930269673,-0.0003050307174804438,0.9977071653040946,-0.11496545706882028,0.09965125026577046,1.324702301167193,0.0,-20.408163265306143,0.043619190633826424,-0.003097934883574967,-0.014486351539163186,3.240145706583019,-0.05728483789376139,8.50302330301078,0.009
0.01,0.009969258855552035,-0.0011171595732092244,0.9907329663739535,-0.20796403010692588,0.19654801635291924,1.3135527355172993,0.0,-20.408163265306143,0.06729988387673382,-0.009591586447085495,-0.043751131770915684,5.040990271501157,-0.11675194098500849,9.576425882130007,0.009
0.015,0.014895735347941794,-0.0023437118146084623,0.9790735104939542,-0.293829016909035,0.29168287336856974,1.2954407984894971,0.0,-20.408163265306143,0.08447473961345725,-0.018151631937700283,-0.07870065283015482,6.414750871768497,-0.17267743162347832,9.61246339986031,0.009
0.02,0.019752193308732693,-0.004012657728167251,0.9628080679999261,-0.3712756153535597,0.38445252628242704,1.2705802137376303,0.0,-20.408163265306143,0.09426442866420465,-0.027380981884668743,-0.1221206906813599,7.2993683160569764,-0.22548230852809875,9.33506299619012,0.009
0.025,0.02451597423705136,-0.006045113991968061,0.9419614981338466,-0.4467873689426666,0.4750589398171889,1.2391331068027387,0.0,-20.408163265306143,0.1026276035609387,-0.037791901364748276,-0.1646782469480949,8.148550534284212,-0.2722233871152876,9.021018918644781,0.009
0.03,0.029164121287696954,-0.00846379929387204,0.9167297516248025,-0.5164744712618174,0.562682584647707,1.2013777279169466,0.0,-20.408163265306143,0.10649429650390294,-0.04805313010083165,-0.21352237561479046,8.725303449100279,-0.31472740721220055,8.739394175624529,0.009
0.035,0.03367555489487552,-0.011208254715833263,0.8871507515639907,-0.5846986570379167,0.6473382673357397,1.157461186582802,0.0,-20.408163265306143,0.10982220641736093,-0.059144415081109875,-0.25863324203435256,9.340239804579602,-0.35221545738214177,8.471521635670978,0.009
0.04,0.038028304374310595,-0.014299260722665071,0.8534950798059779,-0.6476990516982151,0.728264068151126,1.107738930183501,0.0,-20.408163265306143,0.1097946831221695,-0.06961101795005291,-0.3091453464957169,9.763586030498992,-0.3859161940863447,8.237387623715577,0.009
0.045,0.042203147527909615,-0.017684374069648977,0.8158205417039092,-0.7089223265601236,0.8054081755241007,1.0523774662819934,0.0,-20.408163265306143,0.10942249607831182,-0.08066199547510464,-0.35434302523125183,10.243149485141483,-0.41526417210323174,8.01579139538444,0.009
0.05,0.046179691252957206,-0.021378341556691053,0.7744554910577035,-0.7650566371806433,0.8781050740510993,0.9918023014154388,0.0,-20.408163265306143,0.10641271963263745,-0.09078247538655472,-0.404193750614601,10.57730868034604,-0.4409496149922969,7.822995755821097,0.009
0.055,0.04994086751382992,-0.025333358510309344,0.729484106151624,-0.8189206161134651,0.946270026550327,0.9262129031173278,0.0,-20.408163265306143,0.10308229165904374,-0.10127748789282236,-0.4477503713816204,10.969940606781197,-0.46264052490158636,7.640524403166729,0.009
0.06,0.05346834638594811,-0.02955789168052602,0.6812786418557931,-0.8676648705477992,1.009341082683266,0.8560916108338251,0.0,-20.408163265306143,0.09765145461420685,-0.11063847169137599,-0.4951644004670778,11.2480817204116,-0.4806782153953535,7.481878159963209,0.009
0.065,0.05674748826909218,-0.03400741057664567,0.6299531960165515,-0.9136255667467565,1.0672216018458125,0.7816761872465333,0.0,-20.408163265306143,0.09188298293410993,-0.12017877760431864,-0.5356908537010726,11.581126645526464,-0.4949589217028012,7.331199828494697,0.009
