t,x,z,xdot,zdot,fluid_pressure_gradient_x,fluid_pressure_gradient_z,buoyancy_force_x,buoyancy_force_z,added_mass_force_x,added_mass_force_z,stokes_drag_x,stokes_drag_z,history_force_x,history_force_z,St
0.0,0.0,-4.0,0.01831563888873418,0.0,0.0,-0.006858300704438248,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-1.7372021052874866e-05,-1.7487885059960622,0.009
0.005,9.151804674198915e-05,-3.999970751043505,0.01827961581929545,0.009942422120830716,-0.0004222995160530668,-0.006845509815921209,-0.0,4.6875000000000036,-0.00020871323083870234,1.3059449264266363e-05,6.876411167477691e-05,-0.845726507186308,0.00026883334951751346,-2.1987897471512903,0.009
0.01,0.00018267709830965129,-3.999908174008913,0.018172142410893887,0.014667560297301391,-0.0008459045329857584,-0.006806652617557285,-0.0,4.6875000000000036,-0.00031726037712858545,3.9857437207244415e-05,0.00020427967128074716,-1.2930656089129582,0.0005410153034404186,-2.429493187414456,0.009
0.015,0.0002731202719702776,-3.999833892703536,0.01799377967812146,0.018012431333665865,-0.001267088563603088,-0.0067415820466867355,-0.0,4.6875000000000036,-0.00039711839481663367,7.53239251967398e-05,0.00036377858759886755,-1.634432864194394,0.0007959353994704297,-2.4120416973765266,0.009
0.02,0.0003624955774365145,-3.9997383439258187,0.017745135602341203,0.01955131384985499,-0.0016844701207676422,-0.006650405076628005,-0.0,4.6875000000000036,-0.0004402239372997167,0.00011238176930981502,0.0005646164171086237,-1.8370184527439313,0.0010370212981645171,-2.3186145820836535,0.009
0.025,0.0004504532257941702,-3.9996405026263626,0.017427459303171453,0.02121337452005663,-0.002095375643020478,-0.006533479590807331,-0.0,4.6875000000000036,-0.00048197497837143425,0.00015567641756058126,0.0007566974793486366,-2.0476764582783424,0.001251387160417374,-2.225417797002752,0.009
0.03,0.0005366525144300416,-3.999530023980933,0.017041530600112573,0.021747724483021473,-0.002498890603163461,-0.006391073631196742,-0.0,4.6875000000000036,-0.0004996701955919218,0.0001966358846285009,0.0009858987522750726,-2.1706481004826004,0.0014493935070597104,-2.141496218241051,0.009
0.035,0.000620753153164855,-3.999422298880917,0.016589378982193873,0.02272271431381155,-0.0028926014380279332,-0.006223881850042071,-0.0,4.6875000000000036,-0.0005211234796676087,0.0002436755490626142,0.0011887774786820257,-2.3252664867690886,0.001625587757324389,-2.0652289375454913,0.009
0.04,0.0007024317046250697,-3.999305329835046,0.01607205903319695,0.022780600704890124,-0.0032756918331671332,-0.00603229789141317,-0.0,4.6875000000000036,-0.0005228316870105528,0.0002855510712794921,0.0014316446959753515,-2.4076354688466712,0.0017888651657180913,-1.996169709878198,0.009
0.045,0.0007813629325621491,-3.99919319274771,0.01549235393544683,0.023396751994680665,-0.0036459020871108783,-0.005817312714260508,-0.0,4.6875000000000036,-0.0005296594766820725,0.00033381735492009774,0.0016352400150706431,-2.530007781129891,0.0019329761273009245,-1.9326152386958348,0.009
0.05,0.0008572454704351054,-3.9990735055576394,0.014851587166963876,0.023203922345456415,-0.0040024765710016215,-0.005579429300646572,-0.0,4.6875000000000036,-0.0005194309462310988,0.00037465895071056473,0.0018828421959815396,-2.587782479496522,0.0020654314320919685,-1.8746829415447,0.009
0.055,0.0009297742775346907,-3.9989596533969913,0.014153245764800666,0.023626240973477552,-0.00434332165457901,-0.005319908488483261,-0.0,4.6875000000000036,-0.0005145090731586778,0.0004223503354172298,0.0020802848625435947,-2.6893219066502403,0.0021799645349627333,-1.8209865442802933,0.009
0.06,0.0009986747056997855,-3.998839184836643,0.01339890885311622,0.023307566492529727,-0.004667745247735341,-0.005039353637705015,-0.0,4.6875000000000036,-0.0004947108220277113,0.00046073496561318254,0.0023256379369077074,-2.730897083964017,0.0022831858245841953,-1.7717958042375326,0.009
0.065,0.0010636667503746528,-3.9987249874260264,0.012592706799062959,0.023633716210113766,-0.0049738442798599,-0.004739270028119215,-0.0,4.6875000000000036,-0.00047986073248864,0.0005064273207979075,0.0025115200340810996,-2.8179710254591197,0.0023692590888991314,-1.725870833559723,0.009
0.07,0.0011245067268548993,-3.998604660086935,0.011736456390734527,0.02326701113980009,-0.005260999328554314,-0.004420353272444359,-0.0,4.6875000000000036,-0.0004521466149212572,0.000541234695609725,0.002748703614291974,-2.848252199428417,0.002444029466425397,-1.683587543853518,0.009
0.075,0.001180944115383011,-3.9984906852413866,0.010834861619686652,0.02356062248602521,-0.0055275228254894684,-0.004084325722103709,-0.0,4.6875000000000036,-0.0004287319991735617,0.00058373980384737,0.002918544596492488,-2.9247409195963643,0.0025022926645420166,-1.6438303617348797,0.009
0.08,0.0012327699691314924,-3.99837077244139,0.00988995438912191,0.023198341971478867,-0.005772878545384999,-0.00373196628521975,-0.0,4.6875000000000036,-0.0003944264792270959,0.0006140580680854021,0.003142375447987379,-2.9468162533544833,0.002549149018534584,-1.6070583901113107,0.009
0.085,0.0012797672387100298,-3.9982570528741954,0.008906934523326998,0.023503615640253203,-0.005995617126359548,-0.0033651845812642262,-0.0,4.6875000000000036,-0.0003636083398591286,0.0006523640324611768,0.0032923911929615924,-3.0152425543494132,0.0025801444606840685,-1.5722548920951631,0.009
